"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"1762","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763","#00881","","","Arctozolt","","Volt Absorb Static Slush Rush","90","100","90","90","80",55
"1764","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765","#00882","","","Dracovish","","Water Absorb Strong Jaw Sand Rush","90","90","100","70","80",75
"1766","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","#00883","","","Arctovish","","Water Absorb Ice Body Slush Rush","90","90","100","80","90",55
"1768","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769","#00884","","","Duraludon","","Light Metal Heavy Metal Stalwart","70","95","115","120","50",85
"1770","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","#00885","","","Dreepy","","Clear Body Infiltrator Cursed Body","28","60","30","40","30",82
"1772","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","#00886","","","Drakloak","","Clear Body Infiltrator Cursed Body","68","80","50","60","50",102
"1774","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775","#00887","","","Dragapult","","Clear Body Infiltrator Cursed Body","88","120","75","100","75",142
"1776","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777","#00888","","","Zacian","","Intrepid Sword","92","120","115","80","115",138
"1778","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779","#00889","","","Zamazenta","","Dauntless Shield","92","120","115","80","115",138
"1780","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781","#00890","","","Eternatus","","Pressure","140","85","95","145","95",130
"1782","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","#00891","","","Kubfu","","Inner Focus","60","90","60","53","50",72
"1784","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","#00892","","","Urshifu","","Unseen Fist","100","130","100","63","60",97
"1786","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1787","#00893","","","Zarude","","Leaf Guard","105","120","105","70","95",105
"1788","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789","#00894","","","Regieleki","","Transistor","80","100","50","100","50",200
"1790","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","#00895","","","Regidrago","","Dragon's Maw","200","100","50","100","50",80
"1792","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","#00896","","","Glastrier","","Chilling Neigh","100","145","130","65","110",30
"1794","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795","#00897","","","Spectrier","","Grim Neigh","100","65","60","145","80",130
"1796","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797","#00898","","","Calyrex","","Unnerve","100","80","80","80","80",80
"1798","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799","#00899","","","Wyrdeer","","Intimidate Frisk Sap Sipper","103","105","72","105","75",65
"1800","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","#00900","","","Kleavor","","Swarm Sheer Force Steadfast","70","135","95","45","70",85
"1802","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803","#00901","","","Ursaluna","","Guts Bulletproof Unnerve","130","140","105","45","80",50
"1804","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","#00902","","","Basculegion","","Rattled Adaptability Mold Breaker","120","112","65","80","75",78
"1806","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807","#00903","","","Sneasler","","Pressure Poison Touch","80","130","60","40","80",120
"1808","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809","#00904","","","Overqwil","","Poison Point Swift Swim Intimidate","85","115","95","65","65",85
"1810","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","#00905","","","Enamorus","","Healer Contrary","74","115","70","135","80",106
"1812","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","#00906","","","Sprigatito","","Overgrow Protean","40","61","54","45","45",65
"1814","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","#00907","","","Floragato","","Overgrow Protean","61","80","63","60","63",83
"1816","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","#00908","","","Meowscarada","","Overgrow Protean","76","110","70","81","70",123
"1818","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819","#00909","","","Fuecoco","","Blaze Unaware","67","45","59","63","40",36
"1820","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821","#00910","","","Crocalor","","Blaze Unaware","81","55","78","90","58",49
"1822","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","#00911","","","Skeledirge","","Blaze Unaware","104","75","100","110","75",66
"1824","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825","#00912","","","Quaxly","","Torrent Moxie","55","65","45","50","45",50
"1826","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827","#00913","","","Quaxwell","","Torrent Moxie","70","85","65","65","60",65
"1828","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829","#00914","","","Quaquaval","","Torrent Moxie","85","120","80","85","75",85
"1830","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831","#00915","","","Lechonk","","Aroma Veil Gluttony Thick Fat","54","45","40","35","45",35
"1832","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833","#00916","","","Oinkologne","","Lingering Aroma Gluttony Thick Fat","110","100","75","59","80",65
"1834","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835","#00917","","","Tarountula","","Insomnia Stakeout","35","41","45","29","40",20
"1836","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837","#00918","","","Spidops","","Insomnia Stakeout","60","79","92","52","86",35
"1838","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839","#00919","","","Nymble","","Swarm Tinted Lens","33","46","40","21","25",45
"1840","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841","#00920","","","Lokix","","Swarm Tinted Lens","71","102","78","52","55",92
"1842","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843","#00921","","","Pawmi","","Static Natural Cure Iron Fist","45","50","20","40","25",60
"1844","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845","#00922","","","Pawmo","","Volt Absorb Natural Cure Iron Fist","60","75","40","50","40",85
"1846","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1847","#00923","","","Pawmot","","Volt Absorb Natural Cure Iron Fist","70","115","70","70","60",105
"1848","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849","#00924","","","Tandemaus","","Run Away Pickup Own Tempo","50","50","45","40","45",75
"1850","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1851","#00925","","","Maushold","","Friend Guard Cheek Pouch Technician","74","75","70","65","75",111
"1852","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853","#00926","","","Fidough","","Own Tempo Klutz","37","55","70","30","55",65
"1854","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1855","#00927","","","Dachsbun","","Well-Baked Body Aroma Veil","57","80","115","50","80",95
"1856","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","#00928","","","Smoliv","","Early Bird Harvest","41","35","45","58","51",30
"1858","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859","#00929","","","Dolliv","","Early Bird Harvest","52","53","60","78","78",33
"1860","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1861","#00930","","","Arboliva","","Seed Sower Harvest","78","69","90","125","109",39
"1862","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1863","#00931","","","Squawkabilly","","Intimidate Hustle Guts","82","96","51","45","51",92
"1864","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865","#00932","","","Nacli","","Purifying Salt Sturdy Clear Body","55","55","75","35","35",25
"1866","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867","#00933","","","Naclstack","","Purifying Salt Sturdy Clear Body","60","60","100","35","65",35
"1868","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869","#00934","","","Garganacl","","Purifying Salt Sturdy Clear Body","100","100","130","45","90",35
"1870","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871","#00935","","","Charcadet","","Flash Fire Flame Body","40","50","40","50","40",35
"1872","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873","#00936","","","Armarouge","","Flash Fire Weak Armor","85","60","100","125","80",75
"1874","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1875","#00937","","","Ceruledge","","Flash Fire Weak Armor","75","125","80","60","100",85
"1876","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877","#00938","","","Tadbulb","","Own Tempo Static Damp","61","31","41","59","35",45
"1878","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879","#00939","","","Bellibolt","","Electromorphosis Static Damp","109","64","91","103","83",45
"1880","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1881","#00940","","","Wattrel","","Wind Power Volt Absorb Competitive","40","40","35","55","40",70
"1882","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1883","#00941","","","Kilowattrel","","Wind Power Volt Absorb Competitive","70","70","60","105","60",125
"1884","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885","#00942","","","Maschiff","","Intimidate Run Away Stakeout","60","78","60","40","51",51
"1886","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887","#00943","","","Mabosstiff","","Intimidate Guard Dog Stakeout","80","120","90","60","70",85
"1888","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1889","#00944","","","Shroodle","","Unburden Pickpocket Prankster","40","65","35","40","35",75
"1890","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1891","#00945","","","Grafaiai","","Unburden Poison Touch Prankster","63","95","65","80","72",110
"1892","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893","#00946","","","Bramblin","","Wind Rider Infiltrator","40","65","30","45","35",60
"1894","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1895","#00947","","","Brambleghast","","Wind Rider Infiltrator","55","115","70","80","70",90
"1896","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897","#00948","","","Toedscool","","Mycelium Might","40","40","35","50","100",70
"1898","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899","#00949","","","Toedscruel","","Mycelium Might","80","70","65","80","120",100
"1900","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901","#00950","","","Klawf","","Anger Shell Shell Armor Regenerator","70","100","115","35","55",75
"1902","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903","#00951","","","Capsakid","","Chlorophyll Insomnia Klutz","50","62","40","62","40",50
"1904","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905","#00952","","","Scovillain","","Chlorophyll Insomnia Moody","65","108","65","108","65",75
"1906","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907","#00953","","","Rellor","","Compoundeyes Shed Skin","41","50","60","31","58",30
"1908","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909","#00954","","","Rabsca","","Synchronize Telepathy","75","50","85","115","100",45
"1910","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1911","#00955","","","Flittle","","Anticipation Frisk Speed Boost","30","35","30","55","30",75
"1912","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1913","#00956","","","Espathra","","Opportunist Frisk Speed Boost","95","60","60","101","60",105
"1914","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1915","#00957","","","Tinkatink","","Mold Breaker Own Tempo Pickpocket","50","45","45","35","64",58
"1916","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917","#00958","","","Tinkatuff","","Mold Breaker Own Tempo Pickpocket","65","55","55","45","82",78
"1918","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919","#00959","","","Tinkaton","","Mold Breaker Own Tempo Pickpocket","85","75","77","70","105",94
"1920","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921","#00960","","","Wiglett","","Gooey Rattled Sand Veil","10","55","25","35","25",95
"1922","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923","#00961","","","Wugtrio","","Gooey Rattled Sand Veil","35","100","50","50","70",120
"1924","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925","#00962","","","Bombirdier","","Big Pecks Keen Eye Rocky Payload","70","103","85","60","85",82
"1926","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927","#00963","","","Finizen","","Water Veil","70","45","40","45","40",75
"1928","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929","#00964","","","Palafin","","Zero to Hero","100","70","72","53","62",100
"1930","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1931","#00965","","","Varoom","","Overcoat Slow Start","45","70","63","30","45",47
"1932","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933","#00966","","","Revavroom","","Overcoat Filter","80","119","90","54","67",90
"1934","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935","#00967","","","Cyclizar","","Shed Skin Regenerator","70","95","65","85","65",121
"1936","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937","#00968","","","Orthworm","","Earth Eater Sand Veil","70","85","145","60","55",65
"1938","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939","#00969","","","Glimmet","","Toxic Debris Corrosion","48","35","42","105","60",60
"1940","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1941","#00970","","","Glimmora","","Toxic Debris Corrosion","83","55","90","130","81",86
"1942","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943","#00971","","","Greavard","","Pickup Fluffy","50","61","60","30","55",34
"1944","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945","#00972","","","Houndstone","","Sand Rush Fluffy","72","101","100","50","97",68
"1946","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947","#00973","","","Flamigo","","Scrappy Tangled Feet Costar","82","115","74","75","64",90
"1948","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949","#00974","","","Cetoddle","","Thick Fat Snow Cloak Sheer Force","108","68","45","30","40",43
"1950","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951","#00975","","","Cetitan","","Thick Fat Slush Rush Sheer Force","170","113","65","45","55",73
"1952","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953","#00976","","","Veluza","","Mold Breaker Sharpness","90","102","73","78","65",70
"1954","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955","#00977","","","Dondozo","","Unaware Oblivious Water Veil","150","100","115","65","65",35
"1956","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957","#00978","","","Tatsugiri","","Commander Storm Drain","68","50","60","120","95",82
"1958","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959","#00979","","","Annihilape","","Vital Spirit Inner Focus Defiant","110","115","80","50","90",90
"1960","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961","#00980","","","Clodsire","","Poison Point Water Absorb Unaware","130","75","60","45","100",20
"1962","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963","#00981","","","Farigiraf","","Cud Chew Armor Tail Sap Sipper","120","90","70","110","70",60
"1964","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965","#00982","","","Dudunsparce","","Serene Grace Run Away Rattled","125","100","80","85","75",55
"1966","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967","#00983","","","Kingambit","","Defiant Supreme Overlord Pressure","100","135","120","60","85",50
"1968","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969","#00984","","","Great Tusk","","Protosynthesis","115","131","131","53","53",87
"1970","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971","#00985","","","Scream Tail","","Protosynthesis","115","65","99","65","115",111
"1972","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973","#00986","","","Brute Bonnet","","Protosynthesis","111","127","99","79","99",55
"1974","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975","#00987","","","Flutter Mane","","Protosynthesis","55","55","55","135","135",135
"1976","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977","#00988","","","Slither Wing","","Protosynthesis","85","135","79","85","105",81
"1978","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979","#00989","","","Sandy Shocks","","Protosynthesis","85","81","97","121","85",101
"1980","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981","#00990","","","Iron Treads","","Quark Drive","90","112","120","72","70",106
"1982","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1983","#00991","","","Iron Bundle","","Quark Drive","56","80","114","124","60",136
"1984","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","#00992","","","Iron Hands","","Quark Drive","154","140","108","50","68",50
"1986","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987","#00993","","","Iron Jugulis","","Quark Drive","94","80","86","122","80",108
"1988","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","#00994","","","Iron Moth","","Quark Drive","80","70","60","140","110",110
"1990","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","#00995","","","Iron Thorns","","Quark Drive","100","134","110","70","84",72
"1992","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","#00996","","","Frigibax","","Thermal Exchange Ice Body","65","75","45","35","45",55
"1994","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995","#00997","","","Arctibax","","Thermal Exchange Ice Body","90","95","66","45","65",62
"1996","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997","#00998","","","Baxcalibur","","Thermal Exchange Ice Body","115","145","92","75","86",87
"1998","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999","#00999","","","Gimmighoul","","Rattled","45","30","70","75","70",10
"2000","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","#1000","","","Gholdengo","","Good as Gold","87","60","95","133","91",84
"2002","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003","#1001","","","Wo-Chien","","Tablets of Ruin","85","85","100","95","135",70
"2004","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005","#1002","","","Chien-Pao","","Sword of Ruin","80","120","80","90","65",135
"2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007","#1003","","","Ting-Lu","","Vessel of Ruin","155","110","125","55","80",45
"2008","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009","#1004","","","Chi-Yu","","Beads of Ruin","55","80","80","135","120",100
"2010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","#1005","","","Roaring Moon","","Protosynthesis","105","139","71","55","101",119
"2012","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","#1006","","","Iron Valiant","","Quark Drive","74","130","90","120","60",116
"2014","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015","#1007","","","Koraidon","","Orichalcum Pulse","100","135","115","85","100",135
"2016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017","#1008","","","Miraidon","","Hadron Engine","100","85","100","135","115",135
"2018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019","#1009","","","Walking Wake","","Protosynthesis","99","83","91","125","83",109
"2020","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021","#1010","","","Iron Leaves","","Quark Drive","90","130","88","70","108",104
"2022","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
